id,Տրվել է(օր),Տրվել.է.խանութ.,Սեռ,Տարիքային.խումբ,Համաձայն.է.ստանալ.SMS,Շրջանառություն,Կուտակում,Վճարում
BH111133,07.09.2018,BASIC CENTER Հանրապետության,Женский,45-ից բարձր,v,110100,1640,1600
BH112428,19.01.2018,BASIC CENTER Հանրապետության,Женский,25-ից 45 տարեկան,v,200900,2505,3300
BH111248,02.10.2018,BASIC CENTER Հանրապետության,Мужской,,v,305200,3857,
BH111438,25.02.2019,BASIC CENTER Ավան,Женский,45-ից բարձր,v,274300,4768,1300
BH110977,19.01.2018,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,v,87800,1155,1200
BH110853,07.02.2020,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,v,48400,307,
BH059809,12.07.2019,BASIC CENTER Հանրապետության,Женский,18-ից 25 տարեկան,v,476400,9016,
BH112568,19.01.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,856800,3352,-2200
BH112396,13.07.2019,BASIC CENTER Հանրապետության,Женский,45-ից բարձր,v,138100,3222,
BH111719,10.12.2018,BASIC CENTER Կոմիտաս,Женский,25-ից 45 տարեկան,v,95800,2275,1100
BH111983,18.05.2020,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,357200,5815,5000
BH062696,16.09.2018,COOLCLUB Երևան Մոլլ,Женский,18-ից 25 տարեկան,v,568600,17226,1900
BH109641,03.11.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,77700,624,
BH114348,09.06.2018,BASIC CENTER Ավան,Мужской,25-ից 45 տարեկան,v,582500,17616,13000
BH117088,26.12.2018,BASIC CENTER Հանրապետության,Женский,25-ից 45 տարեկան,v,37300,,700
BH061235,27.08.2018,BASIC CENTER Շենգավիթ,Женский,,v,377700,6883,5100
BH112023,05.06.2018,BATA Դալմա,Женский,25-ից 45 տարեկան,v,46600,730,
BH110758,17.11.2019,BASIC CENTER Կոմիտաս,Мужской,25-ից 45 տարեկան,v,377200,2934,
BH118206,07.09.2019,BASIC CENTER Հանրապետության,Женский,25-ից 45 տարեկան,v,163300,356,
BH111837,05.07.2018,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,v,780000,5973,3600
BH112347,15.06.2020,BASIC CENTER Հանրապետության,Женский,45-ից բարձր,v,64100,601,
BH116971,14.08.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,956467,18700,20600
BH111877,08.04.2018,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,v,194900,2593,
BH110909,03.04.2018,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,v,199900,516,500
BH111338,27.04.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,27000,773,
BH112196,01.09.2018,COOLCLUB Դալմա,Женский,45-ից բարձր,v,232300,6271,3000
BH115013,11.08.2019,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,288300,1072,
BH115331,18.05.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,129400,1211,1700
BH112292,18.04.2019,BASIC CENTER Հանրապետության,Женский,25-ից 45 տարեկան,v,99300,807,400
BH114141,20.01.2018,COOLCLUB Դալմա,Женский,45-ից բարձր,v,90500,500,500
BH065124,04.10.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,v,261200,2170,
BH113143,19.01.2018,BATA Դալմա,Женский,25-ից 45 տարեկան,v,446100,300,2700
BH111637,31.07.2018,BASIC CENTER Դալմա,Женский,45-ից բարձր,v,411200,3782,
BH114055,02.11.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,,2161,1400
BH115871,07.12.2018,BASIC CENTER Դալմա,Женский,45-ից բարձր,v,149500,1764,
BH112433,15.08.2019,,Женский,,v,54900,279,
BH113005,09.11.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,68100,200,
BH116194,17.11.2018,BATA Դալմա,Женский,25-ից 45 տարեկան,v,137000,2897,1200
BH106238,03.02.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,895500,14880,26000
BH113682,03.06.2019,BASIC CENTER Դալմա,Мужской,25-ից 45 տարեկան,v,83300,1782,1400
BH113420,29.10.2018,BASIC CENTER Հանրապետության,Женский,,v,123900,2673,
BH115833,22.04.2019,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,,24780,31900
BH109162,28.10.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,56700,21,
BH113857,27.11.2018,BASIC CENTER Կոմիտաս,Женский,45-ից բարձր,v,83700,,
BH114133,15.02.2018,COOLCLUB Դալմա,Женский,18-ից 25 տարեկան,v,,300,800
BH112317,14.02.2019,BASIC CENTER Հանրապետության,Женский,,v,169700,491,
BH114644,02.05.2019,BASIC CENTER Հանրապետության,Женский,,v,110300,1534,
BH117322,20.07.2018,BATA Դալմա,Женский,25-ից 45 տարեկան,v,328200,,
BH116598,16.12.2018,BASIC CENTER Հանրապետության,Мужской,25-ից 45 տարեկան,v,382400,3433,800
BH112570,19.01.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,1008600,37864,37800
BH115378,16.12.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,581900,4617,1800
BH062794,19.01.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,1033200,35896,37600
BH114602,05.03.2018,BASIC CENTER Հանրապետության,Женский,,v,27600,,
BH114962,31.07.2018,BASIC CENTER Կոմիտաս,Мужской,25-ից 45 տարեկան,v,1267000,32018,34400
BH115858,03.07.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,221200,1311,500
BH115983,03.06.2019,BASIC CENTER Մետրոնոմ,Женский,45-ից բարձր,v,65500,1284,
BH110273,30.05.2018,BASIC CENTER Հանրապետության,Женский,25-ից 45 տարեկան,v,92500,831,400
BH062020,10.12.2018,BASIC CENTER Կոմիտաս,Мужской,25-ից 45 տարեկան,v,129400,2672,
BH116543,21.11.2019,BASIC CENTER Հանրապետության,Женский,45-ից բարձր,v,270100,1316,1000
BH114519,20.05.2018,BASIC CENTER Հանրապետության,Женский,25-ից 45 տարեկան,v,44500,447,
BH113394,28.04.2018,BASIC CENTER Հանրապետության,Женский,,v,55400,1299,1300
BH110669,12.03.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,161400,2313,2300
BH117132,15.04.2018,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,v,358200,427,
BH110440,26.05.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,49800,345,100
BH115052,09.02.2018,BASIC CENTER Ավան,Женский,,v,315033,1095,
BH118877,19.05.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,v,22600,,
BH115421,05.08.2018,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,v,95800,567,500
BH111287,21.03.2018,BASIC CENTER Հանրապետության,Женский,45-ից բարձր,v,58500,1051,
BH119535,19.03.2018,BASIC CENTER Դալմա,Женский,,v,10900,327,
BH114392,09.06.2018,BASIC CENTER Ավան,Мужской,25-ից 45 տարեկան,v,156500,2550,2900
BH066185,01.12.2019,BASIC CENTER Հանրապետության,Женский,25-ից 45 տարեկան,v,912500,11854,16300
BH110682,18.04.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,357500,15843,9800
BH064656,28.01.2020,BATA Ավան,Женский,25-ից 45 տարեկան,v,84300,,
BH119548,05.06.2019,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,,408900,4423,9700
BH116288,17.07.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,97900,1334,1500
BH110907,22.12.2019,BASIC SHOES Երևան Մոլ,Женский,45-ից բարձր,v,361300,6266,6200
BH118286,02.05.2019,BASIC CENTER Հանրապետության,Женский,25-ից 45 տարեկան,v,93900,18,
BH111566,28.09.2018,COOLCLUB Երևան Մոլլ,Женский,18-ից 25 տարեկան,v,102000,781,1000
BH064103,19.12.2019,BASIC CENTER Հանրապետության,Мужской,45-ից բարձր,v,158500,2018,5600
BH112837,01.04.2018,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,v,,300,1700
BH118176,29.12.2018,BASIC CENTER Կոմիտաս,Женский,25-ից 45 տարեկան,v,104900,474,1400
BH064356,23.04.2019,COOLCLUB Դալմա,Женский,45-ից բարձր,v,70200,100,
BH112243,04.03.2018,BASIC CENTER Հանրապետության,Женский,,v,58700,897,-2200
BH116215,03.06.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,952400,33388,35000
BH113948,06.10.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,710400,11741,12600
BH111691,25.01.2018,BASIC CENTER Դալմա,Женский,45-ից բարձր,v,88100,1091,
BH116817,26.02.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,81900,327,
BH111750,07.03.2020,BASIC CENTER Կոմիտաս,Женский,,v,94400,777,
BH062601,20.01.2018,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,v,1143700,4275,4400
BH065623,14.09.2019,COOLCLUB Երևան Մոլլ,Женский,18-ից 25 տարեկան,v,26900,300,
BH113653,06.11.2019,BASIC CENTER Դալմա,Мужской,25-ից 45 տարեկան,v,155100,3825,3700
BH117112,11.05.2018,BASIC SHOES Երևան Մոլ,Женский,18-ից 25 տարեկան,v,60000,387,
BH064619,19.09.2019,BATA Ավան,Женский,25-ից 45 տարեկան,v,542900,16898,2900
BH111568,19.04.2018,COOLCLUB Երևան Մոլլ,Женский,45-ից բարձր,v,54400,1188,
BH064515,25.09.2018,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,,5923,2900
BH064705,18.09.2018,BASIC CENTER Կոմիտաս,Женский,25-ից 45 տարեկան,v,220000,3222,1300
BH112237,24.08.2018,BASIC CENTER Հանրապետության,Женский,25-ից 45 տարեկան,v,56000,517,
BH063843,28.11.2018,BASIC CENTER Հանրապետության,Женский,18-ից 25 տարեկան,v,232200,2476,1900
BH066703,08.05.2018,COOLCLUB Դալմա,Женский,45-ից բարձր,v,886000,56687,50900
BH119987,03.03.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,v,101200,1784,800
BH120180,09.11.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,749900,2889,3700
BH065724,22.05.2018,BATA Դալմա,Мужской,25-ից 45 տարեկան,v,,447,
BH063744,26.10.2019,BASIC CENTER Կոմիտաս,Женский,25-ից 45 տարեկան,v,56900,177,
BH063988,19.01.2018,BASIC CENTER Ավան,Женский,45-ից բարձր,v,394700,4426,1200
BH113427,16.07.2019,BASIC CENTER Հանրապետության,Женский,25-ից 45 տարեկան,v,98000,517,800
BH113795,19.02.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,v,64900,327,
BH117274,30.05.2020,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,v,71800,1002,
BH113076,05.10.2018,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,201100,1518,100
BH119543,21.03.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,12900,487,
BH117773,24.01.2018,BASIC CENTER Մետրոնոմ,Женский,25-ից 45 տարեկան,v,17500,,
BH114276,08.06.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,v,218800,397,
BH118178,11.03.2020,BASIC CENTER Հանրապետության,Женский,25-ից 45 տարեկան,v,425300,54,200
BH063393,20.06.2019,BASIC CENTER Կոմիտաս,Женский,45-ից բարձր,v,99900,,600
BH106047,07.01.2019,,Женский,,,9300,6000,9300
BH113431,19.01.2018,BASIC CENTER Հանրապետության,Женский,45-ից բարձր,v,170000,317,2600
BH114534,19.01.2018,BASIC CENTER Հանրապետության,Женский,25-ից 45 տարեկան,v,320033,624,600
BH064476,19.05.2019,BATA Դալմա,Мужской,25-ից 45 տարեկան,v,326900,7727,5700
BH119546,21.03.2018,BASIC CENTER Դալմա,Женский,,v,8500,,
BH113438,07.02.2018,BASIC CENTER Հանրապետության,Женский,45-ից բարձր,v,82200,1321,
BH117284,29.12.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,v,227200,2667,600
BH120674,01.10.2019,BASIC CENTER Հանրապետության,Женский,,,656200,4576,11400
BH063560,23.11.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,121800,460,800
BH118134,18.08.2019,BASIC CENTER Հանրապետության,Женский,45-ից բարձր,v,232100,2601,2200
BH113313,04.02.2020,BASIC CENTER Հանրապետության,Женский,25-ից 45 տարեկան,v,119900,147,
BH066648,27.07.2018,BASIC CENTER Կոմիտաս,Женский,25-ից 45 տարեկան,v,77400,1010,1000
BH114226,14.03.2019,BASIC SHOES Երևան Մոլ,Мужской,45-ից բարձր,,71000,,
BH116596,20.06.2020,BASIC CENTER Հանրապետության,Женский,25-ից 45 տարեկան,v,739000,7090,
BH119071,15.09.2018,BASIC CENTER Դալմա,Женский,,v,22900,357,
BH117186,09.06.2018,BASIC SHOES Երևան Մոլ,Мужской,25-ից 45 տարեկան,,44900,,
BH112597,01.10.2019,BASIC CENTER Ավան,Мужской,25-ից 45 տարեկան,v,408367,967,
BH116958,27.05.2019,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,3686200,34537,32900
BH119531,18.03.2018,BASIC CENTER Դալմա,Женский,18-ից 25 տարեկան,v,13400,100,
BH119533,18.03.2018,BASIC CENTER Դալմա,Мужской,,v,13500,,
BH121811,04.02.2018,BASIC CENTER Դալմա,Женский,,v,30700,1277,
BH122001,14.05.2019,BATA Պողոտա,Женский,45-ից բարձր,v,369433,2055,3100
BH122123,18.07.2018,BASIC CENTER Մետրոնոմ,Женский,45-ից բարձր,v,89400,664,
BH121423,01.06.2018,,Женский,25-ից 45 տարեկան,v,,,
BH121520,18.04.2018,,,,,155100,4507,5800
BH118252,19.01.2018,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,,1213300,7491,8400
BH118355,09.05.2019,BATA Դալմա,Женский,,v,45900,127,
BH122213,10.11.2018,,,,,61900,277,
BH112871,20.07.2018,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,v,286600,100,
BH113678,24.02.2018,BASIC CENTER Դալմա,Женский,25-ից 45 տարեկան,v,158300,800,
BH122601,22.10.2018,BATA Պողոտա,Женский,25-ից 45 տարեկան,v,999700,3655,6200
BH121180,23.01.2019,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,131200,3910,
BH122774,25.06.2018,BASIC CENTER Կոմիտաս,Женский,,,18800,207,
BH065452,30.07.2019,BASIC CENTER Շենգավիթ,Мужской,25-ից 45 տարեկան,v,106500,165,
BH064526,25.02.2019,BASIC CENTER Ավան,Женский,,v,305100,5813,4500
BH120961,19.01.2018,BATA Ավան,Мужской,18-ից 25 տարեկան,v,1971600,8710,8000
BH121236,24.02.2018,BASIC CENTER Մետրոնոմ,Женский,,v,48600,1000,
BH116178,28.01.2018,BATA Դալմա,Женский,25-ից 45 տարեկան,v,,,
BH114091,07.07.2019,BATA Դալմա,Женский,25-ից 45 տարեկան,v,147500,2241,
BH113907,22.07.2018,BASIC CENTER Դալմա,Мужской,25-ից 45 տարեկան,v,81600,1100,1100
BH113958,24.12.2018,BASIC CENTER Դալմա,Женский,45-ից բարձր,v,18300,,
BH121336,09.03.2019,BATA Պողոտա,Женский,,,472300,2782,2300
BH114879,21.02.2018,BASIC SHOES Երևան Մոլ,Женский,18-ից 25 տարեկան,v,96600,1475,
BH064670,09.11.2019,BATA Ավան,Мужской,25-ից 45 տարեկան,v,96600,984,
BH123174,20.05.2018,BASIC CENTER Մետրոնոմ,Женский,,v,12900,387,
BH122377,07.06.2018,BASIC CENTER Դալմա,Женский,,,173300,4102,1600
BH106245,25.01.2018,,,,v,90400,20012,40000
BH115974,27.07.2018,BASIC CENTER Մետրոնոմ,Женский,18-ից 25 տարեկան,v,19700,27,
BH066171,09.11.2018,BASIC CENTER Հանրապետության,Женский,45-ից բարձր,v,46500,,
BH123887,11.01.2018,BASIC CENTER Հանրապետության,Женский,,v,38600,200,
BH123898,18.01.2018,BASIC CENTER Հանրապետության,Женский,25-ից 45 տարեկան,v,5500,500,
BH120012,04.07.2019,COOLCLUB Դալմա,Мужской,25-ից 45 տարեկան,v,,384,
BH114372,16.12.2019,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,33400,367,
BH114076,25.12.2018,BATA Դալմա,Мужской,25-ից 45 տարեկան,v,153900,1544,
BH118892,07.02.2019,COOLCLUB Երևան Մոլլ,Женский,25-ից 45 տարեկան,v,11900,,
BH120600,08.11.2019,BASIC CENTER Հանրապետության,Женский,45-ից բարձր,v,1031667,,3600
BH115379,22.02.2020,COOLCLUB Դալմա,Женский,25-ից 45 տարեկան,v,69000,674,
BH066310,28.11.2019,BASIC CENTER Հանրապետության,Мужской,25-ից 45 տարեկան,v,87200,587,
BH116813,17.01.2019,BASIC CENTER Դալմա,Женский,45-ից բարձր,v,236100,100,
BH117182,14.01.2019,BASIC SHOES Երևան Մոլ,Женский,25-ից 45 տարեկան,v,75700,892,
BH117393,06.02.2019,BATA Դալմա,Женский,25-ից 45 տարեկան,v,193800,4444,4400
BH063032,18.05.2020,BASIC CENTER Ավան,Женский,25-ից 45 տարեկան,v,830300,25155,25900
BH123892,16.01.2018,BASIC CENTER Հանրապետության,Женский,45-ից բարձր,v,5200,,
BH120693,09.09.2018,BASIC CENTER Հանրապետության,Женский,18-ից 25 տարեկան,v,160700,2317,
BH117615,14.07.2019,BASIC CENTER Ավան,Мужской,18-ից 25 տարեկան,v,314100,574,1000
